2024-06-12 11:47:17.294 [RMI TCP Connection(2)-127.0.0.1] DEBUG org.jboss.logging - Logging Provider: org.jboss.logging.Log4j2LoggerProvider
2024-06-12 11:47:17.333 [RMI TCP Connection(2)-127.0.0.1] DEBUG org.hibernate.integrator.internal.IntegratorServiceImpl - Adding Integrator [org.hibernate.boot.beanvalidation.BeanValidationIntegrator].
2024-06-12 11:47:17.342 [RMI TCP Connection(2)-127.0.0.1] DEBUG org.hibernate.integrator.internal.IntegratorServiceImpl - Adding Integrator [org.hibernate.cache.internal.CollectionCacheInvalidator].
2024-06-12 11:47:17.461 [RMI TCP Connection(2)-127.0.0.1] INFO  org.hibernate.Version - HHH000412: Hibernate ORM core version 6.3.1.Final
2024-06-12 11:47:19.282 [RMI TCP Connection(2)-127.0.0.1] DEBUG org.hibernate.mapping.BasicValue - Skipping column re-registration: aircraft.model
2024-06-12 11:47:19.283 [RMI TCP Connection(2)-127.0.0.1] DEBUG org.hibernate.boot.model.internal.PropertyBinder - Building property model
2024-06-12 11:47:19.283 [RMI TCP Connection(2)-127.0.0.1] DEBUG org.hibernate.boot.model.internal.AnnotatedColumn - Binding column: AnnotatedJoinColumn()
2024-06-12 11:47:19.284 [RMI TCP Connection(2)-127.0.0.1] DEBUG org.hibernate.boot.model.internal.AnnotatedColumn - Binding column: AnnotatedColumn()
2024-06-12 11:47:19.284 [RMI TCP Connection(2)-127.0.0.1] DEBUG org.hibernate.boot.model.internal.AnnotatedColumn - Binding column: IndexColumn(column='seats_ORDER')
2024-06-12 11:47:19.285 [RMI TCP Connection(2)-127.0.0.1] DEBUG org.hibernate.boot.model.internal.AnnotatedColumn - Binding column: AnnotatedColumn()
2024-06-12 11:47:19.286 [RMI TCP Connection(2)-127.0.0.1] DEBUG org.hibernate.boot.model.internal.AnnotatedColumn - Binding column: AnnotatedColumn(column='seats_KEY')
2024-06-12 11:47:19.286 [RMI TCP Connection(2)-127.0.0.1] DEBUG org.hibernate.boot.model.internal.AnnotatedColumn - Binding column: AnnotatedJoinColumn(column='seats_KEY')
2024-06-12 11:47:19.287 [RMI TCP Connection(2)-127.0.0.1] DEBUG org.hibernate.boot.model.internal.AnnotatedColumn - Binding column: AnnotatedJoinColumn()
2024-06-12 11:47:19.287 [RMI TCP Connection(2)-127.0.0.1] DEBUG org.hibernate.boot.model.internal.AnnotatedColumn - Binding column: AnnotatedJoinColumn()
2024-06-12 11:47:19.287 [RMI TCP Connection(2)-127.0.0.1] DEBUG org.hibernate.boot.model.internal.CollectionBinder - Collection role: by.javaguru.je.jdbc.entity.Aircraft.seats
2024-06-12 11:47:19.287 [RMI TCP Connection(2)-127.0.0.1] DEBUG org.hibernate.boot.model.internal.PropertyBinder - Building property seats
2024-06-12 11:47:19.289 [RMI TCP Connection(2)-127.0.0.1] DEBUG org.hibernate.boot.model.internal.EntityBinder - Binding entity from annotated class: by.javaguru.je.jdbc.entity.User
2024-06-12 11:47:19.290 [RMI TCP Connection(2)-127.0.0.1] DEBUG org.hibernate.boot.model.internal.EntityBinder - Import with entity name User
2024-06-12 11:47:19.290 [RMI TCP Connection(2)-127.0.0.1] DEBUG org.hibernate.boot.model.internal.EntityBinder - Bind entity by.javaguru.je.jdbc.entity.User on table users
2024-06-12 11:47:19.290 [RMI TCP Connection(2)-127.0.0.1] DEBUG org.hibernate.boot.model.internal.AnnotatedColumn - Binding column: AnnotatedDiscriminatorColumn(column='DTYPE')
2024-06-12 11:47:19.294 [RMI TCP Connection(2)-127.0.0.1] DEBUG org.hibernate.boot.model.internal.AnnotatedColumn - Binding column: AnnotatedColumn()
2024-06-12 11:47:19.294 [RMI TCP Connection(2)-127.0.0.1] DEBUG org.hibernate.boot.internal.ClassLoaderAccessImpl - Not known whether passed class name [by.javaguru.je.jdbc.entity.User] is safe
2024-06-12 11:47:19.294 [RMI TCP Connection(2)-127.0.0.1] DEBUG org.hibernate.boot.internal.ClassLoaderAccessImpl - No temp ClassLoader provided; using live ClassLoader for loading potentially unsafe class : by.javaguru.je.jdbc.entity.User
2024-06-12 11:47:19.295 [RMI TCP Connection(2)-127.0.0.1] DEBUG org.hibernate.boot.model.internal.PropertyBinder - MetadataSourceProcessor property id with lazy=false
2024-06-12 11:47:19.295 [RMI TCP Connection(2)-127.0.0.1] DEBUG org.hibernate.boot.model.internal.AbstractPropertyHolder - Attempting to locate auto-apply AttributeConverter for property [by.javaguru.je.jdbc.entity.User:id]
2024-06-12 11:47:19.295 [RMI TCP Connection(2)-127.0.0.1] DEBUG org.hibernate.boot.model.internal.BasicValueBinder - building BasicValue for id
2024-06-12 11:47:19.295 [RMI TCP Connection(2)-127.0.0.1] DEBUG org.hibernate.mapping.BasicValue - Skipping column re-registration: users.id
2024-06-12 11:47:19.295 [RMI TCP Connection(2)-127.0.0.1] DEBUG org.hibernate.boot.model.internal.PropertyBinder - Building property id
2024-06-12 11:47:19.295 [RMI TCP Connection(2)-127.0.0.1] DEBUG org.hibernate.boot.model.internal.BinderHelper - #makeIdGenerator(BasicValue([Column(id)]), id, identity, , ...)
2024-06-12 11:47:19.296 [RMI TCP Connection(2)-127.0.0.1] DEBUG org.hibernate.boot.model.internal.AnnotatedColumn - Binding column: AnnotatedColumn(column='birthday')
2024-06-12 11:47:19.296 [RMI TCP Connection(2)-127.0.0.1] DEBUG org.hibernate.boot.model.internal.PropertyBinder - MetadataSourceProcessor property birthDay with lazy=false
2024-06-12 11:47:19.296 [RMI TCP Connection(2)-127.0.0.1] DEBUG org.hibernate.boot.model.internal.AbstractPropertyHolder - Attempting to locate auto-apply AttributeConverter for property [by.javaguru.je.jdbc.entity.User:birthDay]
2024-06-12 11:47:19.297 [RMI TCP Connection(2)-127.0.0.1] DEBUG org.hibernate.boot.model.internal.BasicValueBinder - building BasicValue for birthDay
2024-06-12 11:47:19.297 [RMI TCP Connection(2)-127.0.0.1] DEBUG org.hibernate.mapping.BasicValue - Skipping column re-registration: users.birthday
2024-06-12 11:47:19.297 [RMI TCP Connection(2)-127.0.0.1] DEBUG org.hibernate.boot.model.internal.PropertyBinder - Building property birthDay
2024-06-12 11:47:19.298 [RMI TCP Connection(2)-127.0.0.1] DEBUG org.hibernate.boot.model.internal.AnnotatedColumn - Binding column: AnnotatedColumn()
2024-06-12 11:47:19.298 [RMI TCP Connection(2)-127.0.0.1] DEBUG org.hibernate.boot.model.internal.PropertyBinder - MetadataSourceProcessor property email with lazy=false
2024-06-12 11:47:19.298 [RMI TCP Connection(2)-127.0.0.1] DEBUG org.hibernate.boot.model.internal.AbstractPropertyHolder - Attempting to locate auto-apply AttributeConverter for property [by.javaguru.je.jdbc.entity.User:email]
2024-06-12 11:47:19.299 [RMI TCP Connection(2)-127.0.0.1] DEBUG org.hibernate.boot.model.internal.BasicValueBinder - building BasicValue for email
2024-06-12 11:47:19.299 [RMI TCP Connection(2)-127.0.0.1] DEBUG org.hibernate.mapping.BasicValue - Skipping column re-registration: users.email
2024-06-12 11:47:19.299 [RMI TCP Connection(2)-127.0.0.1] DEBUG org.hibernate.boot.model.internal.PropertyBinder - Building property email
2024-06-12 11:47:19.300 [RMI TCP Connection(2)-127.0.0.1] DEBUG org.hibernate.boot.model.internal.AnnotatedColumn - Binding column: AnnotatedColumn()
2024-06-12 11:47:19.300 [RMI TCP Connection(2)-127.0.0.1] DEBUG org.hibernate.boot.model.internal.PropertyBinder - MetadataSourceProcessor property gender with lazy=false
2024-06-12 11:47:19.300 [RMI TCP Connection(2)-127.0.0.1] DEBUG org.hibernate.boot.model.internal.AbstractPropertyHolder - Attempting to locate auto-apply AttributeConverter for property [by.javaguru.je.jdbc.entity.User:gender]
2024-06-12 11:47:19.301 [RMI TCP Connection(2)-127.0.0.1] DEBUG org.hibernate.boot.model.internal.BasicValueBinder - building BasicValue for gender
2024-06-12 11:47:19.301 [RMI TCP Connection(2)-127.0.0.1] DEBUG org.hibernate.mapping.BasicValue - Skipping column re-registration: users.gender
2024-06-12 11:47:19.301 [RMI TCP Connection(2)-127.0.0.1] DEBUG org.hibernate.boot.model.internal.PropertyBinder - Building property gender
2024-06-12 11:47:19.302 [RMI TCP Connection(2)-127.0.0.1] DEBUG org.hibernate.boot.model.internal.AnnotatedColumn - Binding column: AnnotatedColumn()
2024-06-12 11:47:19.302 [RMI TCP Connection(2)-127.0.0.1] DEBUG org.hibernate.boot.model.internal.PropertyBinder - MetadataSourceProcessor property name with lazy=false
2024-06-12 11:47:19.302 [RMI TCP Connection(2)-127.0.0.1] DEBUG org.hibernate.boot.model.internal.AbstractPropertyHolder - Attempting to locate auto-apply AttributeConverter for property [by.javaguru.je.jdbc.entity.User:name]
2024-06-12 11:47:19.302 [RMI TCP Connection(2)-127.0.0.1] DEBUG org.hibernate.boot.model.internal.BasicValueBinder - building BasicValue for name
2024-06-12 11:47:19.302 [RMI TCP Connection(2)-127.0.0.1] DEBUG org.hibernate.mapping.BasicValue - Skipping column re-registration: users.name
2024-06-12 11:47:19.303 [RMI TCP Connection(2)-127.0.0.1] DEBUG org.hibernate.boot.model.internal.PropertyBinder - Building property name
2024-06-12 11:47:19.303 [RMI TCP Connection(2)-127.0.0.1] DEBUG org.hibernate.boot.model.internal.AnnotatedColumn - Binding column: AnnotatedColumn()
2024-06-12 11:47:19.303 [RMI TCP Connection(2)-127.0.0.1] DEBUG org.hibernate.boot.model.internal.PropertyBinder - MetadataSourceProcessor property password with lazy=false
2024-06-12 11:47:19.303 [RMI TCP Connection(2)-127.0.0.1] DEBUG org.hibernate.boot.model.internal.AbstractPropertyHolder - Attempting to locate auto-apply AttributeConverter for property [by.javaguru.je.jdbc.entity.User:password]
2024-06-12 11:47:19.303 [RMI TCP Connection(2)-127.0.0.1] DEBUG org.hibernate.boot.model.internal.BasicValueBinder - building BasicValue for password
2024-06-12 11:47:19.304 [RMI TCP Connection(2)-127.0.0.1] DEBUG org.hibernate.mapping.BasicValue - Skipping column re-registration: users.password
2024-06-12 11:47:19.304 [RMI TCP Connection(2)-127.0.0.1] DEBUG org.hibernate.boot.model.internal.PropertyBinder - Building property password
2024-06-12 11:47:19.304 [RMI TCP Connection(2)-127.0.0.1] DEBUG org.hibernate.boot.model.internal.AnnotatedColumn - Binding column: AnnotatedColumn()
2024-06-12 11:47:19.305 [RMI TCP Connection(2)-127.0.0.1] DEBUG org.hibernate.boot.model.internal.PropertyBinder - MetadataSourceProcessor property role with lazy=false
2024-06-12 11:47:19.305 [RMI TCP Connection(2)-127.0.0.1] DEBUG org.hibernate.boot.model.internal.AbstractPropertyHolder - Attempting to locate auto-apply AttributeConverter for property [by.javaguru.je.jdbc.entity.User:role]
2024-06-12 11:47:19.305 [RMI TCP Connection(2)-127.0.0.1] DEBUG org.hibernate.boot.model.internal.BasicValueBinder - building BasicValue for role
2024-06-12 11:47:19.305 [RMI TCP Connection(2)-127.0.0.1] DEBUG org.hibernate.mapping.BasicValue - Skipping column re-registration: users.role
2024-06-12 11:47:19.306 [RMI TCP Connection(2)-127.0.0.1] DEBUG org.hibernate.boot.model.internal.PropertyBinder - Building property role
2024-06-12 11:47:19.307 [RMI TCP Connection(2)-127.0.0.1] DEBUG org.hibernate.boot.model.internal.EntityBinder - Binding entity from annotated class: by.javaguru.je.jdbc.entity.Ticket
2024-06-12 11:47:19.308 [RMI TCP Connection(2)-127.0.0.1] DEBUG org.hibernate.boot.model.internal.EntityBinder - Import with entity name Ticket
2024-06-12 11:47:19.308 [RMI TCP Connection(2)-127.0.0.1] DEBUG org.hibernate.boot.model.internal.EntityBinder - Bind entity by.javaguru.je.jdbc.entity.Ticket on table ticket
2024-06-12 11:47:19.309 [RMI TCP Connection(2)-127.0.0.1] DEBUG org.hibernate.boot.model.internal.AnnotatedColumn - Binding column: AnnotatedDiscriminatorColumn(column='DTYPE')
2024-06-12 11:47:19.311 [RMI TCP Connection(2)-127.0.0.1] DEBUG org.hibernate.boot.model.internal.AnnotatedColumn - Binding column: AnnotatedColumn()
2024-06-12 11:47:19.311 [RMI TCP Connection(2)-127.0.0.1] DEBUG org.hibernate.boot.internal.ClassLoaderAccessImpl - Not known whether passed class name [by.javaguru.je.jdbc.entity.Ticket] is safe
2024-06-12 11:47:19.311 [RMI TCP Connection(2)-127.0.0.1] DEBUG org.hibernate.boot.internal.ClassLoaderAccessImpl - No temp ClassLoader provided; using live ClassLoader for loading potentially unsafe class : by.javaguru.je.jdbc.entity.Ticket
2024-06-12 11:47:19.312 [RMI TCP Connection(2)-127.0.0.1] DEBUG org.hibernate.boot.model.internal.PropertyBinder - MetadataSourceProcessor property id with lazy=false
2024-06-12 11:47:19.312 [RMI TCP Connection(2)-127.0.0.1] DEBUG org.hibernate.boot.model.internal.AbstractPropertyHolder - Attempting to locate auto-apply AttributeConverter for property [by.javaguru.je.jdbc.entity.Ticket:id]
2024-06-12 11:47:19.312 [RMI TCP Connection(2)-127.0.0.1] DEBUG org.hibernate.boot.model.internal.BasicValueBinder - building BasicValue for id
2024-06-12 11:47:19.312 [RMI TCP Connection(2)-127.0.0.1] DEBUG org.hibernate.mapping.BasicValue - Skipping column re-registration: ticket.id
2024-06-12 11:47:19.312 [RMI TCP Connection(2)-127.0.0.1] DEBUG org.hibernate.boot.model.internal.PropertyBinder - Building property id
2024-06-12 11:47:19.313 [RMI TCP Connection(2)-127.0.0.1] DEBUG org.hibernate.boot.model.internal.BinderHelper - #makeIdGenerator(BasicValue([Column(id)]), id, identity, , ...)
2024-06-12 11:47:19.313 [RMI TCP Connection(2)-127.0.0.1] DEBUG org.hibernate.boot.model.internal.AnnotatedColumn - Binding column: AnnotatedColumn()
2024-06-12 11:47:19.314 [RMI TCP Connection(2)-127.0.0.1] DEBUG org.hibernate.boot.model.internal.PropertyBinder - MetadataSourceProcessor property cost with lazy=false
2024-06-12 11:47:19.314 [RMI TCP Connection(2)-127.0.0.1] DEBUG org.hibernate.boot.model.internal.AbstractPropertyHolder - Attempting to locate auto-apply AttributeConverter for property [by.javaguru.je.jdbc.entity.Ticket:cost]
2024-06-12 11:47:19.314 [RMI TCP Connection(2)-127.0.0.1] DEBUG org.hibernate.boot.model.internal.BasicValueBinder - building BasicValue for cost
2024-06-12 11:47:19.314 [RMI TCP Connection(2)-127.0.0.1] DEBUG org.hibernate.mapping.BasicValue - Skipping column re-registration: ticket.cost
2024-06-12 11:47:19.314 [RMI TCP Connection(2)-127.0.0.1] DEBUG org.hibernate.boot.model.internal.PropertyBinder - Building property cost
2024-06-12 11:47:19.315 [RMI TCP Connection(2)-127.0.0.1] DEBUG org.hibernate.boot.model.internal.AnnotatedColumn - Binding column: AnnotatedJoinColumn(column='flight_id',referencedColumn='id')
2024-06-12 11:47:19.316 [RMI TCP Connection(2)-127.0.0.1] DEBUG org.hibernate.boot.model.internal.AnnotatedColumn - Binding column: AnnotatedColumn()
2024-06-12 11:47:19.316 [RMI TCP Connection(2)-127.0.0.1] DEBUG org.hibernate.boot.model.internal.PropertyBinder - Building property flight
2024-06-12 11:47:19.317 [RMI TCP Connection(2)-127.0.0.1] DEBUG org.hibernate.boot.model.internal.AnnotatedColumn - Binding column: AnnotatedColumn()
2024-06-12 11:47:19.317 [RMI TCP Connection(2)-127.0.0.1] DEBUG org.hibernate.boot.model.internal.PropertyBinder - MetadataSourceProcessor property passengerName with lazy=false
2024-06-12 11:47:19.317 [RMI TCP Connection(2)-127.0.0.1] DEBUG org.hibernate.boot.model.internal.AbstractPropertyHolder - Attempting to locate auto-apply AttributeConverter for property [by.javaguru.je.jdbc.entity.Ticket:passengerName]
2024-06-12 11:47:19.318 [RMI TCP Connection(2)-127.0.0.1] DEBUG org.hibernate.boot.model.internal.BasicValueBinder - building BasicValue for passengerName
2024-06-12 11:47:19.318 [RMI TCP Connection(2)-127.0.0.1] DEBUG org.hibernate.mapping.BasicValue - Skipping column re-registration: ticket.passenger_name
2024-06-12 11:47:19.318 [RMI TCP Connection(2)-127.0.0.1] DEBUG org.hibernate.boot.model.internal.PropertyBinder - Building property passengerName
2024-06-12 11:47:19.319 [RMI TCP Connection(2)-127.0.0.1] DEBUG org.hibernate.boot.model.internal.AnnotatedColumn - Binding column: AnnotatedColumn()
2024-06-12 11:47:19.319 [RMI TCP Connection(2)-127.0.0.1] DEBUG org.hibernate.boot.model.internal.PropertyBinder - MetadataSourceProcessor property passportNo with lazy=false
2024-06-12 11:47:19.319 [RMI TCP Connection(2)-127.0.0.1] DEBUG org.hibernate.boot.model.internal.AbstractPropertyHolder - Attempting to locate auto-apply AttributeConverter for property [by.javaguru.je.jdbc.entity.Ticket:passportNo]
2024-06-12 11:47:19.320 [RMI TCP Connection(2)-127.0.0.1] DEBUG org.hibernate.boot.model.internal.BasicValueBinder - building BasicValue for passportNo
2024-06-12 11:47:19.320 [RMI TCP Connection(2)-127.0.0.1] DEBUG org.hibernate.mapping.BasicValue - Skipping column re-registration: ticket.passport_no
2024-06-12 11:47:19.320 [RMI TCP Connection(2)-127.0.0.1] DEBUG org.hibernate.boot.model.internal.PropertyBinder - Building property passportNo
2024-06-12 11:47:19.321 [RMI TCP Connection(2)-127.0.0.1] DEBUG org.hibernate.boot.model.internal.AnnotatedColumn - Binding column: AnnotatedColumn(column='seat_no')
2024-06-12 11:47:19.321 [RMI TCP Connection(2)-127.0.0.1] DEBUG org.hibernate.boot.model.internal.PropertyBinder - MetadataSourceProcessor property seatNo with lazy=false
2024-06-12 11:47:19.321 [RMI TCP Connection(2)-127.0.0.1] DEBUG org.hibernate.boot.model.internal.AbstractPropertyHolder - Attempting to locate auto-apply AttributeConverter for property [by.javaguru.je.jdbc.entity.Ticket:seatNo]
2024-06-12 11:47:19.321 [RMI TCP Connection(2)-127.0.0.1] DEBUG org.hibernate.boot.model.internal.BasicValueBinder - building BasicValue for seatNo
2024-06-12 11:47:19.321 [RMI TCP Connection(2)-127.0.0.1] DEBUG org.hibernate.mapping.BasicValue - Skipping column re-registration: ticket.seat_no
2024-06-12 11:47:19.321 [RMI TCP Connection(2)-127.0.0.1] DEBUG org.hibernate.boot.model.internal.PropertyBinder - Building property seatNo
2024-06-12 11:47:19.324 [RMI TCP Connection(2)-127.0.0.1] DEBUG org.hibernate.boot.model.internal.BasicValueBinder - Starting `BasicValueBinder#fillSimpleValue` for id
2024-06-12 11:47:19.326 [RMI TCP Connection(2)-127.0.0.1] DEBUG org.hibernate.boot.model.internal.BasicValueBinder - Starting `BasicValueBinder#fillSimpleValue` for arrivalDate
2024-06-12 11:47:19.327 [RMI TCP Connection(2)-127.0.0.1] DEBUG org.hibernate.boot.model.internal.BasicValueBinder - Starting `BasicValueBinder#fillSimpleValue` for departureDate
2024-06-12 11:47:19.327 [RMI TCP Connection(2)-127.0.0.1] DEBUG org.hibernate.boot.model.internal.BasicValueBinder - Starting `BasicValueBinder#fillSimpleValue` for flightNo
2024-06-12 11:47:19.327 [RMI TCP Connection(2)-127.0.0.1] DEBUG org.hibernate.boot.model.internal.BasicValueBinder - Starting `BasicValueBinder#fillSimpleValue` for status
2024-06-12 11:47:19.329 [RMI TCP Connection(2)-127.0.0.1] DEBUG org.hibernate.boot.model.internal.BasicValueBinder - Starting `BasicValueBinder#fillSimpleValue` for aircraft
2024-06-12 11:47:19.330 [RMI TCP Connection(2)-127.0.0.1] DEBUG org.hibernate.boot.model.internal.BasicValueBinder - Starting `BasicValueBinder#fillSimpleValue` for seatNo
2024-06-12 11:47:19.330 [RMI TCP Connection(2)-127.0.0.1] DEBUG org.hibernate.boot.model.internal.BasicValueBinder - Starting `BasicValueBinder#fillSimpleValue` for code
2024-06-12 11:47:19.330 [RMI TCP Connection(2)-127.0.0.1] DEBUG org.hibernate.boot.model.internal.BasicValueBinder - Starting `BasicValueBinder#fillSimpleValue` for city
2024-06-12 11:47:19.330 [RMI TCP Connection(2)-127.0.0.1] DEBUG org.hibernate.boot.model.internal.BasicValueBinder - Starting `BasicValueBinder#fillSimpleValue` for country
2024-06-12 11:47:19.330 [RMI TCP Connection(2)-127.0.0.1] DEBUG org.hibernate.boot.model.internal.BasicValueBinder - Starting `BasicValueBinder#fillSimpleValue` for id
2024-06-12 11:47:19.330 [RMI TCP Connection(2)-127.0.0.1] DEBUG org.hibernate.boot.model.internal.BasicValueBinder - Starting `BasicValueBinder#fillSimpleValue` for model
2024-06-12 11:47:19.330 [RMI TCP Connection(2)-127.0.0.1] DEBUG org.hibernate.boot.model.internal.BasicValueBinder - Starting `BasicValueBinder#fillSimpleValue` for id
2024-06-12 11:47:19.331 [RMI TCP Connection(2)-127.0.0.1] DEBUG org.hibernate.boot.model.internal.BasicValueBinder - Starting `BasicValueBinder#fillSimpleValue` for birthDay
2024-06-12 11:47:19.331 [RMI TCP Connection(2)-127.0.0.1] DEBUG org.hibernate.boot.model.internal.BasicValueBinder - Starting `BasicValueBinder#fillSimpleValue` for email
2024-06-12 11:47:19.331 [RMI TCP Connection(2)-127.0.0.1] DEBUG org.hibernate.boot.model.internal.BasicValueBinder - Starting `BasicValueBinder#fillSimpleValue` for gender
2024-06-12 11:47:19.331 [RMI TCP Connection(2)-127.0.0.1] DEBUG org.hibernate.boot.model.internal.BasicValueBinder - Starting `BasicValueBinder#fillSimpleValue` for name
2024-06-12 11:47:19.331 [RMI TCP Connection(2)-127.0.0.1] DEBUG org.hibernate.boot.model.internal.BasicValueBinder - Starting `BasicValueBinder#fillSimpleValue` for password
2024-06-12 11:47:19.331 [RMI TCP Connection(2)-127.0.0.1] DEBUG org.hibernate.boot.model.internal.BasicValueBinder - Starting `BasicValueBinder#fillSimpleValue` for role
2024-06-12 11:47:19.331 [RMI TCP Connection(2)-127.0.0.1] DEBUG org.hibernate.boot.model.internal.BasicValueBinder - Starting `BasicValueBinder#fillSimpleValue` for id
2024-06-12 11:47:19.331 [RMI TCP Connection(2)-127.0.0.1] DEBUG org.hibernate.boot.model.internal.BasicValueBinder - Starting `BasicValueBinder#fillSimpleValue` for cost
2024-06-12 11:47:19.331 [RMI TCP Connection(2)-127.0.0.1] DEBUG org.hibernate.boot.model.internal.BasicValueBinder - Starting `BasicValueBinder#fillSimpleValue` for passengerName
2024-06-12 11:47:19.332 [RMI TCP Connection(2)-127.0.0.1] DEBUG org.hibernate.boot.model.internal.BasicValueBinder - Starting `BasicValueBinder#fillSimpleValue` for passportNo
2024-06-12 11:47:19.332 [RMI TCP Connection(2)-127.0.0.1] DEBUG org.hibernate.boot.model.internal.BasicValueBinder - Starting `BasicValueBinder#fillSimpleValue` for seatNo
2024-06-12 11:47:19.343 [RMI TCP Connection(2)-127.0.0.1] DEBUG org.hibernate.mapping.PrimaryKey - Forcing column [id] to be non-null as it is part of the primary key for table [flight]
2024-06-12 11:47:19.343 [RMI TCP Connection(2)-127.0.0.1] DEBUG org.hibernate.mapping.PrimaryKey - Forcing column [aircraft_id] to be non-null as it is part of the primary key for table [seat]
2024-06-12 11:47:19.343 [RMI TCP Connection(2)-127.0.0.1] DEBUG org.hibernate.mapping.PrimaryKey - Forcing column [seat_no] to be non-null as it is part of the primary key for table [seat]
2024-06-12 11:47:19.343 [RMI TCP Connection(2)-127.0.0.1] DEBUG org.hibernate.mapping.PrimaryKey - Forcing column [code] to be non-null as it is part of the primary key for table [airport]
2024-06-12 11:47:19.343 [RMI TCP Connection(2)-127.0.0.1] DEBUG org.hibernate.mapping.PrimaryKey - Forcing column [id] to be non-null as it is part of the primary key for table [aircraft]
2024-06-12 11:47:19.343 [RMI TCP Connection(2)-127.0.0.1] DEBUG org.hibernate.mapping.PrimaryKey - Forcing column [id] to be non-null as it is part of the primary key for table [users]
2024-06-12 11:47:19.344 [RMI TCP Connection(2)-127.0.0.1] DEBUG org.hibernate.mapping.PrimaryKey - Forcing column [id] to be non-null as it is part of the primary key for table [ticket]
2024-06-12 11:47:19.344 [RMI TCP Connection(2)-127.0.0.1] DEBUG org.hibernate.boot.model.internal.CollectionSecondPass - Second pass for collection: by.javaguru.je.jdbc.entity.Flight.tickets
2024-06-12 11:47:19.350 [RMI TCP Connection(2)-127.0.0.1] DEBUG org.hibernate.boot.model.internal.CollectionBinder - Binding a OneToMany: by.javaguru.je.jdbc.entity.Flight.tickets through a foreign key
2024-06-12 11:47:19.354 [RMI TCP Connection(2)-127.0.0.1] DEBUG org.hibernate.boot.model.internal.CollectionBinder - Mapping collection: by.javaguru.je.jdbc.entity.Flight.tickets -> ticket
2024-06-12 11:47:19.358 [RMI TCP Connection(2)-127.0.0.1] DEBUG org.hibernate.boot.model.internal.TableBinder - Retrieving property by.javaguru.je.jdbc.entity.Ticket.flight
2024-06-12 11:47:19.359 [RMI TCP Connection(2)-127.0.0.1] DEBUG org.hibernate.boot.model.internal.CollectionSecondPass - Mapped collection key: flight_id, one-to-many: by.javaguru.je.jdbc.entity.Ticket
2024-06-12 11:47:19.360 [RMI TCP Connection(2)-127.0.0.1] DEBUG org.hibernate.boot.model.internal.CollectionSecondPass - Second pass for collection: by.javaguru.je.jdbc.entity.Aircraft.flights
2024-06-12 11:47:19.360 [RMI TCP Connection(2)-127.0.0.1] DEBUG org.hibernate.boot.model.internal.CollectionBinder - Binding a OneToMany: by.javaguru.je.jdbc.entity.Aircraft.flights through a foreign key
2024-06-12 11:47:19.360 [RMI TCP Connection(2)-127.0.0.1] DEBUG org.hibernate.boot.model.internal.CollectionBinder - Mapping collection: by.javaguru.je.jdbc.entity.Aircraft.flights -> flight
2024-06-12 11:47:19.361 [RMI TCP Connection(2)-127.0.0.1] DEBUG org.hibernate.boot.model.internal.TableBinder - Retrieving property by.javaguru.je.jdbc.entity.Flight.aircraft
2024-06-12 11:47:19.361 [RMI TCP Connection(2)-127.0.0.1] DEBUG org.hibernate.boot.model.internal.CollectionSecondPass - Mapped collection key: aircraft_id, one-to-many: by.javaguru.je.jdbc.entity.Flight
2024-06-12 11:47:19.362 [RMI TCP Connection(2)-127.0.0.1] DEBUG org.hibernate.boot.model.internal.CollectionSecondPass - Second pass for collection: by.javaguru.je.jdbc.entity.Aircraft.seats
2024-06-12 11:47:19.362 [RMI TCP Connection(2)-127.0.0.1] DEBUG org.hibernate.boot.model.internal.CollectionBinder - Binding a OneToMany: by.javaguru.je.jdbc.entity.Aircraft.seats through a foreign key
2024-06-12 11:47:19.362 [RMI TCP Connection(2)-127.0.0.1] DEBUG org.hibernate.boot.model.internal.CollectionBinder - Mapping collection: by.javaguru.je.jdbc.entity.Aircraft.seats -> seat
2024-06-12 11:47:19.363 [RMI TCP Connection(2)-127.0.0.1] DEBUG org.hibernate.boot.model.internal.TableBinder - Retrieving property by.javaguru.je.jdbc.entity.Seat.aircraft
2024-06-12 11:47:19.364 [RMI TCP Connection(2)-127.0.0.1] DEBUG org.hibernate.boot.model.internal.CollectionSecondPass - Mapped collection key: aircraft_id, one-to-many: by.javaguru.je.jdbc.entity.Seat
2024-06-12 11:47:19.365 [RMI TCP Connection(2)-127.0.0.1] DEBUG org.hibernate.boot.internal.InFlightMetadataCollectorImpl - Resolving reference to class: by.javaguru.je.jdbc.entity.Aircraft
2024-06-12 11:47:19.369 [RMI TCP Connection(2)-127.0.0.1] DEBUG org.hibernate.boot.internal.InFlightMetadataCollectorImpl - Resolving reference to class: by.javaguru.je.jdbc.entity.Airport
2024-06-12 11:47:19.370 [RMI TCP Connection(2)-127.0.0.1] DEBUG org.hibernate.boot.internal.InFlightMetadataCollectorImpl - Resolving reference to class: by.javaguru.je.jdbc.entity.Airport
2024-06-12 11:47:19.371 [RMI TCP Connection(2)-127.0.0.1] DEBUG org.hibernate.boot.internal.InFlightMetadataCollectorImpl - Resolving reference to class: by.javaguru.je.jdbc.entity.Aircraft
2024-06-12 11:47:19.371 [RMI TCP Connection(2)-127.0.0.1] DEBUG org.hibernate.boot.internal.InFlightMetadataCollectorImpl - Resolving reference to class: by.javaguru.je.jdbc.entity.Flight
